"January 24th, 2022","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"30th","349","292","jashandeep Singh","647-613-0797","Brampton","Beachrest","Queen, ","","1","0","81 Parity Rd, Brampton, ON L6X 5N1, Canada","279","","Pending","","01-12-2021","299","baljashan4@gmail.com"
"30th","350","291","Akash Mehra","416-819-0786","Mississauga","Dream Classic","Queen, ","","1","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","350","","Pending","","29-11-2021","439","aakashmehra74@gmail.com"
"30th","351","290","jaskaranpreet Singh","226-972-0567","Brampton","Dream Classic","Queen, ","","1","0","13 Mezzo St, Brampton, ON L6P 0A2, Canada","400","","Pending","","30-11-2021","439","jassmadahar23@gmail.com"
"30th","352","289","nusrat chowdhury","289-952-9695","Toronto","Studio","Double, ","","1","0","1021 Birchmount Rd, Scarborough, ON M1K 1S2, Canada","320","","Pending","","30-11-2021","320","adhora80@yahoo.com"
"30th","353","288","mercedes pamulaya","647-205-6637","Toronto","Studio","Queen, ","","1","0","6 Leameadow Way, Scarborough, ON M1B 2P2, Canada","350","","Pending","","30-11-2021","350","acdef21@gmail.com"
"30th","354","287","Yash Rana","647-540-2043","Missisauga","Dream Classic","Queen, ","","1","0","3816 Lady slipper court, Missisauga, L5N 6A9","496","","Pending","","30-11-2021","439","ranayash98@gmail.com"
"30th","355","286","Arpit Srivastava","647-219-9053","Mississauga","Bamboo Foam (new Anna Plus)","King, ","","1","0","3665 Arista Way, Mississauga, ON L5A 4A3, Canada","564","","Pending","","29-11-2021","499","arpit.srivastava111@gmail.com"
"30th","356","285","Amjad Dawud","905-966-4587","Hamilton","Spring Free","Double, ","","1","0","462 Dicenzo Dr, Hamilton, ON L9B 2C4, Canada","462","","Done","","29-11-2021","409","amjaddawud98@gmail.com"
"30th","357","284","Gurjot Sekhon","647-482-0105","Brampton","Beachrest","Queen, ","","1","0","1 Foxacre Row, Brampton, ON L6V 3V7, Canada","250","","Pending","","30-11-2021","299","gurisekhon366@gmail.com"
"30th","358","283","Sarah Kearsley /Jason Maskery","647-406-4367","Toronto","Dream Classic","Queen, ","","1","0","506 Danforth Rd #104, Scarborough, ON M1K 1C6, Canada","420","","Pending","","01-12-2021","439","sarahkearsley@rogers.com"
"30th","359","282","Claudia Claudia","289-237-5046","Hamilton","Dream Classic","King, ","","1","0","104 Frances Ave, Hamilton, ON L8E 5X3, Canada","900","","Pending","","01-12-2021","629","cjjn@hotmail.com"
"","","","","","","Boxspring (with Mattress)","King, ","","1","","","","","","","","200",""
"","","","","","","Metal Frame","King, ","","1","","","","","","","","105",""
"30th","360","281","Shani Mayers","647-740-8246","Mississauga","Posture Care","Queen, ","","1","0","150 Lakeshore Rd W, Mississauga, ON L5H 3R2, Canada","420","","Pending","","30-11-2021","349","Shanimayers3@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"November 29th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"29th","361","280","Mitchelle Batoolall","647-561-4566","Etobicoke","Mattress Protector Charcoal Infused","Queen, ","","1","0","9 Inverdon Rd., Etobicoke M9C404","540","","Pending","","15-12-2021","50","michellebatoolall@gmail.com"
"","","","","","","Emperor Dream Black","Queen, ","","1","","","","","","","","649",""
"29th","362","279","Rohit sharma","647-507-2654","Brampton","Alice +","Queen, ","","1","0","58 Rotherglen Ct, Brampton, ON L6X 2S1, Canada","885","","Pending","","29-11-2021","449","Rohit@gmail.com"
"","","","","","","Spring Free","Double, ","","1","","","","","","","","409",""
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"29th","363","278","Jincy Jonamma hendry","416-356-2854","Mississauga","Beachrest","King, ","","1","0","7549 Catalpa Rd, Mississauga, ON L4T 2T2, Canada","585","","Pending","","29-11-2021","399","jhincy@gmail.com"
"","","","","","","Boxspring (with Mattress)","King, ","","1","","","","","","","","200",""
"","","","","","","Jumbo Pillow","Queen, ","","3","","","","","","","","15",""
"29th","364","277","Mitredeepsinh Maharana","418-949-8862","Toronto","Alice +","Double, ","","2","0","20 Stonehill Ct, Scarborough, ON M1W 2Y6, Canada","940","","Pending","","01-12-2021","379","molu_maharana@yahoo.com"
"","","","","","","Boxspring (with Mattress)","Double, ","","2","","","","","","","","100",""
"29th","365","276","Manpreet Kaur","365-778-2437","Brampton","Posture Care","Queen, ","","1","0","2 Premier Pl, Brampton, ON L6S 3W1, Canada","420","","Pending","","01-12-2021","349","manpreetmandair15@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"29th","366","275","Anthony Fiore","647-273-4418","Whitby","Beachrest","Queen, ","","1","0","76 Puttingedge Dr, Whitby, ON L1R 0H8, Canada","250","","Pending","","28-11-2021","299","Fioreanthony2@gmail.com"
"29th","367","274","Pranav Pranav","905-962-5283","Barrie","Beachrest","Single, ","","1","0","24 Sylvia St, Barrie, ON L4M 5J4, Canada","260","","Pending","","01-12-2021","189","123@gmail.com"
"","","","","","","Boxspring (with Mattress)","Single, ","","1","","","","","","","","90",""
"29th","368","273","Luke Luke","647-303-7178","Ajax","10 Inch Boxspring (without Mattress)","Single, ","","1","0","1 Stonewood St, Ajax, ON L1S 0B3, Canada","170","","Pending","","28-11-2021","140","kingstonyaad371@gmail.com"
"29th","369","272","Jaspreet Kaur","905-783-8845","Brampton","Beachrest","Queen, ","","2","0","18 Bristol Ave, Brampton, ON L6X 2B3, Canada","480","","Pending","","27-11-2021","299","Kaurjaspreet353@gmail.com"
"29th","370","271","Kiel Kiel","647-673-7416","Toronto","Alice","Single, ","","1","0","45 Munro St, Toronto, ON M4M 2S6, Canada","270","","Pending","","03-12-2021","229","Kielcruz12@outlook.com"
"","","","","","","Bedsheet","Single, ","","1","","","","","","","","35",""
"","","","","","","Jumbo Pillow","Queen, ","","1","","","","","","","","15",""
"29th","371","270","Nick Ho","226-978-7788","Kitchener","Beachrest","Single, ","","1","0","55 Lydia St, Kitchener, ON N2H 1V4, Canada","214","Sale close @ $199","Pending","","28-11-2021","189","duonghoviet1@yahoo.ca"
"29th","372","269","joyal c mathews","705-350-1433","Orillia","Beachrest","Single, ","","5","0","255 Moffat St, Orillia, ON L3V 4E9, Canada","950","","Pending","","01-12-2021","189","joyalc12345@gmail.com"
"29th","373","268","Fernando alnimri","705-500-6665","Barrie","Beachrest","King, ","","1","0","53 Loon Ave, Barrie, ON L4N 8W6, Canada","379","","Pending","","01-12-2021","399","Nimrifernando@gmail.com"
"29th","374","267","Katrina valentine","437-216-1142","Brampton","Posture Care","Queen, ","","1","0","12 Lynwood Ct, Brampton, ON L6V 2X4, Canada","349","","Pending","","30-11-2021","349","Katrinavalentine6@gmail.com"
"29th","375","266","sakshi sakshi","647-870-7457","Brampton","Bamboo Foam (new Anna Plus)","Queen, ","","1","620","31 Keeleview Crescent, Brampton, ON L6R 0L6, Canada","720","","Pending","","29-11-2021","349","sakshisakshi@gmail.com"
"","","","","","","8inch Prime Foam (no Warranty)","Single, ","","1","","","","","","","","149",""
"","","","","","","8inch Prime Foam (no Warranty)","Queen, ","","1","","","","","","","","219",""
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"29th","376","265","diana kosta","437-998-4033","Vaughan","Posture Care","Queen, ","","1","0","50 Disera Dr, Thornhill, ON L4J 9E9, Canada","320","","Pending","","29-11-2021","349","dianakosta@gmail.com"
"29th","377","264","sagar parekh","226-688-4699","Toronto","Posture Care","Single, ","","1","0","68 Wilmington Ave, Toronto, ON M3H 5J3, Canada","200","","Pending","","29-11-2021","259","abcd21@gmail.com"
"29th","378","263","ann mary joseph","647-406-7747","Toronto","Beachrest","Queen, ","","1","0","55 Perivale Crescent, Scarborough, ON M1J 2C4, Canada","250","","Pending","","29-11-2021","299","annmaryjoseph27@gmail.com"
"29th","379","262","Jeyathilagan Jeyathilagan","416-270-7273","Toronto","Beachrest","Single, ","","1","0","1524 Lawrence Ave W, North York, ON M6L 1B7, Canada","260","","Pending","","30-11-2021","189","Jeyathilagan.joe@gmail.com"
"","","","","","","Boxspring (with Mattress)","Single, ","","1","","","","","","","","90",""
"29th","380","261","Sameera Popy","416-414-9272","Toronto","Beachrest","Queen, ","","1","0","2570 Kingston Rd, Scarborough, ON M1M 1L9, Canada","250","","Pending","","29-11-2021","299","Sameerapopy93@gmail.com"
"29th","381","260","Jeyathilagan Jeyathilagan","416-270-7273","Toronto","Beachrest","Double, ","","2","0","1524 Keele St, York, ON M6N 3E8, Canada","1000","","Pending","","27-11-2021","269","Jeyathilagan.joe@gmail.com"
"","","","","","","Beachrest","Single, ","","1","","","","","","","","189",""
"","","","","","","Boxspring (with Mattress)","Double, ","","2","","","","","","","","100",""
"","","","","","","Boxspring (with Mattress)","Single, ","","1","","","","","","","","90",""
"","","","","","","Metal Frame","Double, ","","1","","","","","","","","95",""
"29th","382","259","Jatin Jatin","437-972-4321","Toronto","Posture Care","Single, ","","1","0","6444 Finch Ave W, Etobicoke, ON M9V 1T4, Canada","200","(Maya) mattress twin size","Pending","","27-11-2021","259","Jatinallawadhi01@gmail.com"
"November 28th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"28th","383","258","Lebert Grant","647-821-1534","Brampton","Posture Care","Queen, ","","1","0","5 Atkins Cir, Brampton, ON L6X, Canada","300","","Pending","","29-11-2021","349","acb@gmail.com"
"28th","384","257","Akshay Akshay","437-984-4440","Brampton","Posture Care","Single, ","","2","0","46 Daden Oaks Dr, Brampton, ON L6P 0V9, Canada","390","","Pending","","28-11-2021","259","akkisaini2213@gmail.com"
"28th","385","256","Jeril Jose","647-819-9773","Mississauga","Alice","Single, ","","1","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","200","","Pending","","27-11-2021","229","jeriljose1987@gmail.com"
"28th","386","255","Ponnu Varghese","437-770-6271","toronto","Alice","Queen, ","","1","280","2315 Block A 2340 Dundas Street West Toronto, M6P 4A9","330","","Pending","","01-12-2021","359","ginogeorge@gmail.com"
"28th","387","254","Lovepreet Lovepreet","416-557-3434","Brampton","Spring Free","Queen, ","","1","0","17 Zanetta Cres, Brampton, ON L6Y 0H8, Canada","565","","Pending","","28-11-2021","439","singhlovepreet1469@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"28th","388","253","Pritesh Pritesh","204-730-4902","Brampton","Boxspring (with Mattress)","Double, ","","1","130","21 Polstar Rd, Brampton, ON L7A 0G2, Canada","230","","Pending","","28-11-2021","100","ABCD1234@GMAIL.COM"
"","","","","","","Metal Frame","Double, ","","1","","","","","","","","95",""
"","","","","","","Jumbo Pillows","","","1","","","","","","","","15",""
"28th","389","252","ranbir singh","647-613-5052","Brampton","Posture Care","Single, ","","1","0","10 Pefferlaw Cir, Brampton, ON L6Y 0K2, Canada","200","","Pending","","28-11-2021","259","abcd31@gmail.com"
"28th","390","251","krupali krupali","343-987-4001","Cambridge","Beachrest","Single, ","","1","0","256 Clyde Rd, Cambridge, ON N1R 1L1, Canada","170","","Pending","","04-12-2021","189","abcdef21@gmail.com"
"28th","391","250","chloe chloe","778-684-7571","Toronto","Alice","Single, ","","1","0","266 Palmerston Ave, Toronto, ON M6J 2J4, Canada","210","","Pending","","03-12-2021","229","nhunhunguyenquynh61@gmail.com"
"28th","392","249","Sukhman Singh","647-997-1627","Brampton","Beachrest","Queen, ","","1","0","11518 McVean Dr, Brampton, ON L6P 0J4, Canada","350","","Pending","","28-11-2021","299","qazw123@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"28th","393","248","himanshu patel","647-917-7223","Kitchener","Spring Free","Queen, ","","1","0","29 Madeleine St, Kitchener, ON N2R 1V5, Canada","380","","Pending","","30-11-2021","439","himspatel888@gmail.com"
"28th","394","247","Mary Ann Bannon","905-457-9462","Brampton","Dream Classic","Queen, ","","1","0","112 Elgin Dr, Brampton, ON L6Y 2E8, Canada","480","","Pending","","28-11-2021","439","maryannbannon@rogers.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"28th","395","246","Yuliia Nikolaieva","437-245-6361","Toronto","Studio","King, ","","1","0","8 Trent Ave, Toronto, ON M4C 0A6, Canada","600","","Pending","","15-12-2021","600","mexmayun@gmail.com"
"28th","396","245","Eunice Wilkie","204-881-3454","Brampton","Beachrest","Double, ","","1","0","76 Greenleaf Cres, Brampton, ON L6X 2V6, Canada","220","","Pending","","12-12-2021","269","Eunicewilky@gmail.com"
"28th","397","244","Charlie Pederico","647-631-4394","Toronto","Beachrest","Queen, ","","1","0","1742 Wilson Ave, North York, ON M3L 1A8, Canada","250","","Pending","","27-11-2021","299","dkfbfbkdbfk@gmail.com"
"28th","398","243","Emy Emy","416-550-7427","Markham","Beachrest","Queen, ","","1","0","12 Grandview Ave, Thornhill, ON L3T 1G8, Canada","250","","Pending","","28-11-2021","299","Nacuaemilia12@gmail.com"
"28th","399","242","Maggie Maggie","647-261-7517","Richmond Hill","Dream Classic","Queen, ","","1","0","437 Oceanside Ave, Richmond Hill, ON L4C, Canada","445","","Pending","","29-11-2021","439","maggie-maie.mcnamara@gmail.com"
"","","","","","","Mattress Protector Copper Infused","Queen, ","","1","","","","","","","","50",""
"28th","400","241","Theresa Theresa","416-809-2768","Richmond Hill","Posture Care","Single, ","","2","0","439 Oceanside Ave, Richmond Hill, ON L4C 2Z7, Canada","400","","Pending","","29-11-2021","259","theresamcnam11@gmail.com"
"28th","401","240","yuva Bhateja","647-705-9882","toronto","Aloe Vera (8inch)","Queen, ","","2","0","150 Graydon hall #1810 toronto M3A 3B2","630","","Pending","","29-11-2021","349","bhatejayuva95@gmail.com"
"28th","402","239","Nithin Shetty","437-328-1760","Toronto","Posture Care","Queen, ","","2","0","9 Valhalla Inn Rd, Etobicoke, ON M9B 1S9, Canada","580","","Pending","","01-12-2021","349","nit.shetty7@gmail.com"
"28th","403","238","Lori Ervin","647-588-1504","Milton","Dream Classic","Queen, ","","1","0","479 Gowland Crescent, Milton, ON L9T 4G6, Canada","400","","Pending","","29-11-2021","439","loriervin@rogers.com"
"28th","404","237","Gaukaran Singh","647-657-1525","Brampton","Posture Care","Queen, ","","1","0","138 Ellerslie Rd, Brampton, ON L6T 4C3, Canada","349","Maya mattress Queen size","Pending","","30-11-2021","349","singhgaukaran2021@hotmail.com"
"28th","405","236","Inderjeet Inderjeet","647-819-4051","Brampton","Bamboo Foam (new Anna Plus)","Queen, ","","1","0","150 Banting Crescent, Brampton, ON L6Y 2L9, Canada","319","","Pending","","27-11-2021","349","Inderdhamrait996@gmail.com"
"28th","406","235","Priyanka Priyanka","437-221-8786","London","Posture Care","Queen, ","","1","0","4 Hayes St, London, ON N5Z 3J4, Canada","359","","Pending","","30-11-2021","349","impriyankasharma123@gmail.com"
"28th","407","234","Omprakash Omprakash","613-410-2347","Brampton","Bamboo Foam (new Anna Plus)","Queen, ","","1","220","46 Tina Ct, Brampton, ON L6Y 4M6, Canada","270","","Pending","","26-11-2021","349","lfkjgfkdh@gmail.com"
"28th","408","233","Vishwa Vishwa","416-876-3779","Toronto","Bamboo Foam (new Anna Plus)","Queen, ","","1","0","10 Parkway Forest Dr, North York, ON M2J 1L3, Canada","295","","Pending","","26-11-2021","349","vishvashah924@gmail.com"
"28th","409","232","Cam Cam","647-568-6808","Toronto","Beachrest","Queen, ","","1","0","88 Sheppard Ave E, North York, ON M2N, Canada","250","","Pending","","26-11-2021","299","Gngan668@gmail.com"
"28th","410","231","Azfar Alam","647-292-5364","Toronto","Dream Classic","Single, ","","2","0","43 Thorncliffe Park Dr, East York, ON M4H 1J4, Canada","1000","","Pending","","27-11-2021","299","Malam@gmail.com"
"","","","","","","Dream Classic","Queen, ","","1","","","","","","","","439",""
"28th","411","230","Shaun Shaun","226-559-1463","London","Bamboo Foam (new Anna Plus)","Double, ","","1","0","1318 Highbury Ave N, London, ON N5Y 5E5, Canada","410","","Pending","","30-11-2021","299","sfdfbk@gmail.com"
"","","","","","","Boxspring (with Mattress)","Double, ","","1","","","","","","","","100",""
"28th","412","229","Jafar Jafar","647-879-2585","Kitchener","Beachrest","Queen, ","","1","0","100 Queen St N, Kitchener, ON N2H 2H6, Canada","250","","Pending","","30-11-2021","299","Jeff.honamand@yahoo.com"
"28th","413","228","Rajat Sharma","905-962-5925","Hamilton","Alice +","King, ","","2","0","27 Tyrone Dr, Hamilton, ON L9C 2M6, Canada","1000","","Pending","","30-11-2021","549","rajatsharmaraj.3737@gmail.com"
"","","","","","","Jumbo Pillows","","","2","","","","","","","","15",""
"28th","414","227","Cameron Mcfarlane","289-886-3208","Oshawa","Beachrest","Queen, ","","1","0","2425 Dress Cir Cres, Oshawa, ON L0B, Canada","279","","Pending","","27-11-2021","299","Jonesjorja@gmail.com"
"28th","415","226","Avi Yufest","416-835-4883","Toronto","Dream Plus","Queen, ","","1","0","52 Glenarden Rd, Toronto, ON M6C 3K4, Canada","450","","Pending","","28-11-2021","450","aviy@rogers.com"
"November 27th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"27th","416","225","Deepansh Ratra","646-807-8279","Markham","Dream Classic","Queen, ","","1","0","37 Middleton Ct, Markham, ON L3R 3G6, Canada","400","","Pending","","28-11-2021","439","deepanshratra07@gmail.com"
"27th","417","224","Hakeem / Taiwo","647-563-4446","Waterloo","Posture Care","Queen, ","","1","0","90e McDougall Rd, Waterloo, ON N2L 5C5, Canada","430","","Pending","","28-11-2021","349","taiwoinbox@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"27th","418","223","Neldra david","647-708-5620","Toronto","Beachrest","Queen, ","","1","0","4000 Lawrence Ave E, Scarborough, ON M1E 2R3, Canada","399","","Pending","","05-12-2021","299","Nellystanislas@yahoo.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"27th","419","222","Max Max","437-990-4673","Toronto","Beachrest","Queen, ","","1","0","57 Mabelle Ave, Etobicoke, ON M9A 4Y5, Canada","279","","Pending","","28-11-2021","299","247ingodwetrust@gmail.com"
"27th","420","221","Veil Janikka Casibang","647-679-6181","Toronto","Posture Care","Queen, ","","1","0","3356a Kingston Rd, Scarborough, ON M1M 1R2, Canada","349","( Maya ) Queen Size mattress","Pending","","28-11-2021","349","Veiljanikka@gmail.com"
"27th","421","220","Keiana Tate","647-402-9539","London","Beachrest","Queen, ","","1","0","724 Fanshawe Park Rd E, London, ON N5X 2L8, Canada","400","","Pending","","03-12-2021","299","keianatate46@gmail.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"27th","422","219","Reza Hariri","647-382-3511","Brampton","Dream Classic","King, ","","1","240","15 Luella Crescent, Brampton, ON L7A 3J4, Canada","640","","Pending","","28-11-2021","629","reza78h@yahoo.com"
"","","","","","","Mattress Protector Copper Infused","King, ","","1","","","","","","","","70",""
"","","","","","","Jumbo Pillows","","","2","","","","","","","","15",""
"27th","423","218","Figen Kutuk","548-885-1981","Bradford West Gwillimbury","Bamboo Foam (new Anna Plus)","Double, ","","3","0","12 Vipond Way, Bradford, ON L3Z 2A5, Canada","1550","","Pending","","29-11-2021","299","Figen_kutuk2@hotmail.com"
"","","","","","","Bamboo Foam (new Anna Plus)","Queen, ","","1","","","","","","","","349",""
"","","","","","","Boxspring (with Mattress)","Double, ","","3","","","","","","","","100",""
"","","","","","","Boxspring (with Mattress)","Queen, ","","1","","","","","","","","120",""
"27th","424","217","Luis Luis","647-539-6484","Milton","Posture Care","Queen, ","","2","0","1078 Tupper Dr, Milton, ON L9T 0A8, Canada","950","","Pending","","28-11-2021","349","ucanlues631@icloud.com"
"","","","","","","Boxspring (with Mattress)","Queen, ","","2","","","","","","","","120",""
"","","","","","","Metal Frame","Queen, ","","2","","","","","","","","95",""
"27th","425","216","jeff macmillan","647-745-9630","Toronto","Bamboo Foam (new Anna Plus)","Double, ","","1","0","268 Centennial Rd, Scarborough, ON M1C 1Z9, Canada","260","","Pending","","27-11-2021","299","jeffmacmillan2554@gmail.com"
"27th","426","215","Elle Iskand","647-703-7710","Toronto","Posture Care","Single, ","","1","0","40 Godstone Rd, North York, ON M2J 3C7, Canada","200","","Pending","","27-11-2021","259","iiskandarani@live.ca"
"27th","427","214","khusboo khusboo","647-768-5058","Mississauga","Studio","Double, ","","1","0","8 Nahani Way, Mississauga, ON L4Z 0C6, Canada","370","","Pending","","27-11-2021","320","abcdef12@gmail.com"
"","","","","","","Mattress Protector Regular","Double, ","","1","","","","","","","","40",""
"","","","","","","Jumbo Pillows","","","1","","","","","","","","15",""
"27th","428","213","Leonardo Gomes","416-839-7259","Toronto","Dream Classic","Single, ","","1","0","2360 Dundas St W, Toronto, ON M6P 4B2, Canada","338","","Denied","","31-12-1969","299","leonardo.mineirogg@icloud.com"
"27th","429","212","Abdulmuhsen Al Nahdi","514-970-8119","London","Daisy","King, ","","1","0","349 Wharncliffe Rd N #625, London, ON N6G 1E5, Canada","950","protector given for 100","Pending","","30-11-2021","850","mtlnahdi@gmail.com"
"","","","","","","Mattress Protector Copper Infused","King, ","","1","","","","","","","","70",""
"27th","430","211","Cristina Lopes","416-835-9470","Toronto","9289 Collection Reversible Grey","","","1","0","580 The East Mall, Etobicoke, ON M9B 4A7, Canada","1865","10% tax 1815 full paid in store","Pending","","30-11-2021","1400","lopesdr.cristina@gmail.com"
"","","","","","","Rug Bristol Carving G5065","","","1","","","","","","","","250",""
"27th","431","210","Ranbir singh","647-613-5052","Brampton","Beachrest","Single, ","","1","0","10 Pefferlaw Cir, Brampton, ON L6Y 0K2, Canada","420","","Pending","","26-11-2021","189","Ronnieb1211@gmail.com"
"","","","","","","Beachrest","Queen, ","","1","","","","","","","","299",""
"27th","432","209","Rahul Kulkarni","416-917-7924","Mississauga","Bamboo Foam (new Anna Plus)","Queen, ","","1","0","208 Enfield Pl, Mississauga, ON L5B 0G8, Canada","300","","Pending","","25-11-2021","349","bhagyashree.khadilkar@gmail.com"
"27th","433","208","Malak krayem","647-964-4005","Richmondhll","Beachrest","Double, ","","1","0","9600 younge st, RichMond Hill L43 0X3 #206B","320","","Pending","","26-11-2021","269","malak44@gmail.com"
"","","","","","","Boxspring (with Mattress)","Double, ","","1","","","","","","","","100",""
"November 26th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"26th","434","207","Parwaqo Mustaf","647-449-1556","Toronto","Posture Care","Single, ","","1","0","29 S Station St #501, York, ON M9N 2B2, Canada","200","(Maya) mattress","Pending","","26-11-2021","259","noyomacan91@gmail.com"
"26th","435","206","Mitul Prag Shah","647-761-6533","Toronto","Alice","Queen, ","","1","0","3035 Finch Ave W, North York, ON M9M 0A3, Canada","400","","Pending","","26-11-2021","359","qwerty123@gmail.com"
"","","","","","","Metal Frame","Queen, ","","1","","","","","","","","95",""
"26th","436","205","Firdevs Bulut","437-970-6218","Toronto","Studio","Queen, ","","1","0","105 West Lodge Ave, Toronto, ON M6K 2T8, Canada","350","","Pending","","01-12-2021","350","rfirdevsbulut@gmail.com"
"26th","437","204","Tashaiah Tashaiah","647-739-4514","Mississauga","Dream Classic","Queen, ","","1","0","45 Glenn Hawthorne Blvd, Mississauga, ON L5R 4J9, Canada","452","","Done","","25-11-2021","439","tashaian2301@gmail.com"
"26th","438","203","greg greg","437-214-9608","Mississauga","Posture Care","Queen, ","","1","0","304 Lakeshore Rd E, Mississauga, ON L5G 1H4, Canada","300","","Done","","25-11-2021","349","gregwelch83@gmail.com"
"26th","439","202","Jagdeep Kaur","416-315-7969","Brampton","Bamboo Foam (new Anna Plus)","Single, ","","2","0","21 Knightsbridge Rd, Brampton, ON L6T 3Y1, Canada","400","","Pending","","25-11-2021","249","jagdeep7208kaur@yahoo.com"
"26th","440","201","Rahul Sehgal","647-622-1732","Toronto","Beachrest","Single, ","","1","0","40 Carabob Ct, Scarborough, ON M1T 3N3, Canada","170","","Pending","","29-11-2021","189","abn.rahul@gmail.com"
"26th","441","200","Ibrahim Khaleed","647-638-2100","Markham","Beachrest","Single, ","","1","0","38 Dellano St, Markham, ON L3S 2N6, Canada","260","","Pending","","30-11-2021","189","idham60@gmail.com"
"","","","","","","Boxspring (with Mattress)","Single, ","","1","","","","","","","","90",""
"26th","442","199","bharti bharti","647-766-0334","Toronto","Beachrest","Double, ","","2","0","120 Varna Dr, North York, ON M6A 0B3, Canada","440","","Pending","","25-11-2021","269","dabas001bharti@gmail.com"
"26th","443","198","tharaka tharaka","647-767-7913","Brampton","Bamboo Foam (new Anna Plus)","Queen, ","","1","450","15 Gladstone Square, Brampton, ON L6S 2H5, Canada","550","","Pending","","24-11-2021","349","abcdefg1@gmail.com"
"","","","","","","Beachrest","Queen, ","","1","","","","","","","","299",""
"26th","444","197","April Joy Trampe","647-514-0308","Oshawa","Studio","Queen, ","","1","0","420 835 Oxford St, Oshawa, ON L1J 3W2, Canada","350","","Pending","","26-11-2021","350","ajtrampe@yahoo.com"
"November 25th, 2021","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"Date","No.","Order No.","Customer Name","PH#","City","Product","Size","Mattress Box","Mattress","Amt on","Address","Total","Customer Notes","Status","Extra info","Delivery Date","Bifercated Prices","Email ID"
"25th","445","196","vitor Manuel Ferreira da Fonseca","647-657-5086","Toronto","Dream Classic","Double, ","","1","0","19 Regent St, York, ON M6N 3N6, Canada","379","","Done","","25-11-2021","399","vitormanuel996@hotmail.com"
"25th","446","195","Dixit Kumar Patel","647-784-7973","Mississauga","Emperor Dream Black","King, ","","1","550","1945 Dundas St E Unit #2, Mississauga, ON L4X 2T8, Canada","650","PICKUP on 25th November","Pending","","25-11-2021","849","dixpatel178@gmail.com"
"25th","447","194","Harpreet Kaur","365-228-2995","Brampton","Beachrest","Double, ","","2","0","22 Wildsky Rd, Brampton, ON L6Y 5P6, Canada","420","","Pending","","01-12-2021","269","harpreetkaurguru92@gmail.com"
"25th","448","193","Eunice Talarico","905-689-0278","Hamilton","If 133b","Double, ","","1","0","7 Aspen Ct, Waterdown, ON L0R 2H3, Canada","363","","Pending","","25-11-2021","350","ectalarico@gmail.com"
"25th","449","192","Gabriel Tan","416-835-1045","Mississauga","Europlush","Double, ","","1","0","755 Ashburnham Pl, Mississauga, ON L5C 3W5, Canada","390","4 inches box spring is to be delivered","Done","","26-11-2021","329","zxcvbn@gmal.com"
"","","","","","","Boxspring (with Mattress)","Double, ","","1","","","","","","","","100",""
"25th","450","191","Pradeep rawat","437-855-8477","Kitchener","Dream Classic","King, ","","1","0","1945 Dundas St E, Mississauga, ON L4X 2T8, Canada","1000","","Done","","23-11-2021","629","bgv@gmail.com"
"","","","","","","8inch Prime Foam (no Warranty)","Single, ","","2","","","","","","","","149",""
